track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
Everybody Needs Somebody To Love,TPH Production Perform The Blues Brothers,The Blues Brothers,2005-08-08,150125,0,0.525,0.18,0.525,0.686,2.66e-06,0.274,-8.879,0.0325,0.91,193.667,4,Happy
Love Natural,Cave Rave,Crystal Fighters,2013-05-27,199526,1,0.654,0.0392,0.654,0.791,0.0,0.321,-6.243,0.048,0.603,133.042,4,Happy
Waterfalls,Waterfalls,High Tropics,2020-11-13,249142,44,0.429,0.00224,0.429,0.859,0.893,0.117,-4.75,0.0479,0.374,127.917,4,Happy
"Hey, Soul Sister","Hey, Soul Sister",Train,2009-08-06,216666,1,0.675,0.217,0.675,0.885,0.0,0.086,-4.432,0.0436,0.768,97.03,4,Happy
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,76,0.893,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,0.872,101.018,4,Happy
Hot Pink Tiger,Hot Pink Tiger,Limón Limón,2020-08-25,229920,43,0.693,0.00828,0.693,0.754,0.0198,0.445,-7.57,0.0309,0.432,123.98,4,Happy
Best Fake Smile,Chaos And The Calm,James Bay,2015-03-20,205026,50,0.689,0.0231,0.689,0.887,0.0,0.275,-4.27,0.0424,0.937,142.014,4,Happy
Should I Stay or Should I Go - Remastered,Hits Back,The Clash,2013-08-26,188240,67,0.742,0.0832,0.742,0.838,0.0,0.418,-6.442,0.11,0.848,113.373,4,Happy
Drinking Wine,Hand Over Your Head,Oscar Lang,2020-09-11,209803,40,0.434,2.64e-05,0.434,0.958,0.000245,0.101,-3.558,0.0543,0.746,145.063,4,Happy
Don't Slack (from Trolls World Tour),Don't Slack (from Trolls World Tour),Anderson .Paak,2020-03-10,174800,57,0.618,0.0842,0.618,0.837,0.0,0.344,-5.574,0.115,0.8,168.114,4,Happy
My Girls,My Girls,The Vanjas,2018-01-26,165905,38,0.642,0.0166,0.642,0.855,0.193,0.27,-3.194,0.0913,0.623,136.062,4,Happy
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2013-04-19,248413,82,0.794,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862,116.047,4,Happy
Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,80,0.801,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,0.754,79.028,4,Happy
I'm Alive,I'm Alive,TTRRUUCES,2020-05-28,229226,40,0.638,0.0733,0.638,0.85,0.0122,0.0867,-4.251,0.0524,0.545,100.015,4,Happy
Accidentally In Love,Shrek 2,Various Artists,2004-01-01,188893,0,0.556,0.0499,0.556,0.929,1.7e-06,0.0931,-3.659,0.037,0.842,137.996,4,Happy
I'm Good,I'm Good,The Mowgli's,2015-02-03,166920,0,0.613,0.00892,0.613,0.923,0.0,0.149,-5.234,0.0691,0.669,96.043,4,Happy
Delilah,Delilah,3409,2020-11-19,131200,44,0.686,0.147,0.686,0.497,8.24e-06,0.107,-6.508,0.0626,0.741,150.096,4,Happy
Jailhouse Rock,Elvis 30 #1 Hits,Elvis Presley,2002-09-24,155333,63,0.635,0.314,0.635,0.672,5.03e-06,0.0688,-6.788,0.0637,0.895,166.903,4,Happy
Homerun (Radio Edit),Homerun (Radio Edit),The Brahms,2015-10-14,159407,40,0.532,0.0104,0.532,0.831,0.000183,0.0801,-4.359,0.0456,0.764,93.948,4,Happy
Shine On,Konk,The Kooks,2008-01-01,194240,50,0.466,0.0763,0.466,0.634,0.0,0.0678,-5.3,0.0289,0.324,128.992,4,Happy
Toucan,Toucan,Camo Columbo,2018-08-17,166666,38,0.899,0.793,0.899,0.79,0.155,0.111,-3.651,0.104,0.92,107.985,4,Happy
ABC,The Very Best Of Michael Jackson With The Jackson 5,Michael Jackson,1995-01-01,179973,0,0.559,0.448,0.559,0.752,0.00061,0.0907,-10.046,0.0581,0.946,187.712,4,Happy
Jungle Drum,Me And Armini,Emilíana Torrini,2008-09-08,133466,12,0.636,0.134,0.636,0.881,0.00952,0.074,-5.376,0.0758,0.845,118.237,4,Happy
Adventure of a Lifetime,Adventure of a Lifetime,Coldplay,2015-11-06,263786,57,0.638,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,0.53,111.995,4,Happy
Best Day Of My Life,American Authors,American Authors,2013-01-01,194093,0,0.673,0.0525,0.673,0.901,0.000535,0.0736,-2.379,0.0348,0.503,100.002,4,Happy
Tainted Love - Single Version,Tainted Love: The Original Single,Gloria Jones,1982-01-01,131160,49,0.516,0.652,0.516,0.684,0.0,0.685,-5.659,0.0797,0.84,161.167,4,Happy
Desire,Communion (Deluxe),Years & Years,2015-07-10,203204,57,0.706,0.299,0.706,0.777,0.0,0.298,-4.591,0.0567,0.638,126.008,4,Happy
It's Love (but it's not mine),It's Love (but it's not mine),EUT,2019-10-10,223813,0,0.516,0.000178,0.516,0.805,0.00135,0.413,-8.017,0.0311,0.72,136.67,4,Happy
My Type,My Type - Single,Saint Motel,2013-07-23,203526,0,0.594,0.0288,0.594,0.83,0.0215,0.261,-5.727,0.0632,0.69,117.973,4,Happy
"Rudy, A Message To You",Massive Reggae,Various Artists,2008-01-01,152880,0,0.936,0.0211,0.936,0.414,0.453,0.11,-8.942,0.0791,0.899,107.438,4,Happy
Let's Fall in Love Some More,Experience the Al Bairre Show With Al Bairre Experience,Al Bairre,2015-11-21,198826,42,0.607,0.0668,0.607,0.924,0.0,0.117,-5.684,0.0703,0.778,134.975,4,Happy
Friday I'm In Love,Wish,The Cure,1992-04-21,215160,0,0.526,0.00126,0.526,0.763,6.75e-05,0.359,-12.663,0.0341,0.514,136.205,4,Happy
Don't Stop (Color on the Walls),Torches,Foster The People,2011-05-23,174920,65,0.611,0.00183,0.611,0.948,0.0995,0.0969,-3.751,0.0753,0.79,133.004,4,Happy
One Way Or Another,Atomic: The Very Best Of Blondie,Blondie,1998-01-01,208360,56,0.445,0.00402,0.445,0.872,0.00909,0.047,-6.294,0.0602,0.834,162.407,4,Happy
All My Friends Are Stoned,What About Now - EP,WizTheMc,2020-10-30,159118,59,0.794,0.0871,0.794,0.628,0.0,0.181,-4.321,0.0328,0.935,121.793,4,Happy
Chelsea Dagger,Costello Music,The Fratellis,2006-01-01,215306,69,0.511,0.0491,0.511,0.815,0.0,0.0826,-3.14,0.144,0.586,154.514,4,Happy
The Bad Touch,Nu Rock,Various Artists,2007-01-01,259506,50,0.818,0.00209,0.818,0.688,0.0541,0.282,-7.083,0.0379,0.971,122.983,4,Happy
Caroline,Caroline,High Tropics,2020-09-04,206753,42,0.462,5.65e-05,0.462,0.813,0.00352,0.227,-4.562,0.0327,0.595,129.99,4,Happy
Modern Love - Single Version; 2002 Digital Remaster,Best Of Bowie,David Bowie,2002-10-21,238293,0,0.464,0.00227,0.464,0.895,0.00394,0.13,-7.683,0.031,0.932,91.905,4,Happy
I Will Survive - Remastered,Gloria Gaynor (Remastered),Gloria Gaynor,2008-01-01,295666,52,0.704,0.0346,0.704,0.631,0.0,0.159,-12.299,0.0398,0.793,123.286,4,Happy
Jerk It Out,Love For The Streets,Caesars,2002,195666,66,0.58,0.0171,0.58,0.981,1.07e-05,0.386,-2.603,0.06,0.861,134.007,4,Happy
Start Me Up,GRRR! (Deluxe Version),The Rolling Stones,2012-01-01,212960,0,0.629,0.0273,0.629,0.905,0.199,0.0644,-4.745,0.0378,0.967,122.448,4,Happy
Baby Love,Lil Empire,Petite Meller,2016-09-09,221721,44,0.621,0.2,0.621,0.915,0.00332,0.0964,-5.224,0.0411,0.818,130.013,4,Happy
Surfin' U.S.A. - Remastered,The Very Best Of The Beach Boys: Sounds Of Summer,The Beach Boys,2003-01-01,148626,45,0.55,0.656,0.55,0.868,0.0,0.136,-5.472,0.0361,0.962,158.563,4,Happy
Confident,Confident,LEFT.,2020-05-01,177777,48,0.507,0.0079,0.507,0.599,0.0,0.0909,-7.074,0.0934,0.516,89.932,4,Happy
"Sugar, Sugar","Sugar, Sugar",The Archies,2007-01-01,169626,61,0.757,0.757,0.757,0.647,3.08e-06,0.0972,-10.264,0.0299,0.97,122.771,4,Happy
High,Young Rising Sons,Young Rising Sons,2014-07-08,165720,54,0.646,0.028,0.646,0.85,7.21e-05,0.281,-5.145,0.043,0.518,116.999,4,Happy
Can't Buy Me Love - Remastered 2015,1 (Remastered),The Beatles,2000-11-13,131213,0,0.426,0.118,0.426,0.76,0.0,0.325,-4.082,0.0414,0.955,171.838,4,Happy
I_feel_good,I_feel_good,FATCAT,2020-04-10,201418,36,0.7,0.013,0.7,0.903,0.0,0.194,-5.811,0.097,0.96,159.95,4,Happy
Proud Mary,Bayou Country (40th Anniversary Edition),Creedence Clearwater Revival,1969-01-05,187213,70,0.699,0.13,0.699,0.641,0.000218,0.0601,-7.564,0.0289,0.728,120.745,4,Happy
Smaller,Smaller,Erik Hassle,2015-11-20,205093,37,0.405,0.415,0.405,0.728,0.0,0.0777,-4.76,0.0433,0.342,188.701,4,Happy
Lisztomania,Wolfgang Amadeus Phoenix,Phoenix,2009,241546,67,0.635,0.0349,0.635,0.786,0.00767,0.497,-6.46,0.0377,0.305,97.54,4,Happy
Dancing in the Moonlight,Dancing In The Moonlight: The Best Of Toploader,Toploader,2009-04-22,233373,71,0.639,0.0528,0.639,0.845,0.0,0.336,-3.333,0.0372,0.871,119.48,4,Happy
LA Calling,Cave Rave,Crystal Fighters,2013-05-27,229243,0,0.574,0.0607,0.574,0.887,2.41e-06,0.334,-6.172,0.0565,0.622,136.057,4,Happy
You Can't Hurry Love,"Hello, I Must Be Going",Phil Collins,1982-11-17,175346,0,0.639,0.0674,0.639,0.923,0.0,0.0879,-5.708,0.032,0.761,97.874,4,Happy
Side Effects (feat. Emily Warren),Sick Boy...Side Effects,The Chainsmokers,2018-07-27,173613,0,0.673,0.00277,0.673,0.71,0.0,0.55,-6.744,0.0324,0.54,110.017,4,Happy
Falling,Fine Line,Harry Styles,2019-12-13,240133,88,0.567,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,0.0592,110.011,4,Sad
you broke me first,you broke me first,Tate McRae,2020-04-17,169265,92,0.667,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,0.0823,124.148,4,Sad
Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,2020-12-04,203300,69,0.478,0.688,0.478,0.339,0.0,0.104,-7.355,0.0544,0.288,145.441,4,Sad
Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,88,0.311,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,0.225,77.355,4,Sad
IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,67,0.629,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,0.191,76.994,1,Sad
drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,100,0.585,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,0.132,143.874,4,Sad
Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,2021-03-19,175979,58,0.824,0.854,0.824,0.3,0.0,0.174,-6.678,0.0565,0.227,112.867,4,Sad
Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,83,0.501,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,0.356,112.275,3,Sad
Heather,Kid Krow,Conan Gray,2020-03-20,198040,90,0.357,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,0.27,102.078,3,Sad
Unstable (feat. The Kid LAROI),Justice,Justin Bieber,2021-03-19,158324,85,0.495,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,0.37,99.757,4,Sad
Surrender,Surrender,Natalie Taylor,2015-10-29,183103,4,0.39,0.8,0.39,0.448,0.182,0.107,-8.57,0.0276,0.077,144.89,5,Sad
Arms Around You,Arms Around You,Jamie Grey,2020-05-15,191146,61,0.53,0.841,0.53,0.271,0.0,0.103,-9.847,0.0491,0.392,101.796,4,Sad
we'll be fine,we'll be fine,Luz,2020-06-19,262960,40,0.563,0.748,0.563,0.382,0.0,0.0714,-11.138,0.0404,0.197,120.802,4,Sad
Drop Dead,Falling Asleep At The Wheel,Holly Humberstone,2020-08-14,177162,57,0.577,0.586,0.577,0.393,0.000181,0.0927,-7.322,0.038,0.132,89.858,4,Sad
Conversations in the Dark,Conversations in the Dark,John Legend,2020-01-10,237426,70,0.372,0.754,0.372,0.355,0.0,0.167,-8.436,0.03,0.142,126.705,4,Sad
Learn To Let Go,Learn To Let Go,St. Lundi,2020-07-03,210094,56,0.473,0.62,0.473,0.309,0.0,0.152,-9.086,0.0332,0.316,135.791,4,Sad
Don't Need Love - Acoustic,Don't Need Love (Acoustic),220 KID,2020-04-24,180466,58,0.628,0.882,0.628,0.303,0.0,0.101,-8.63,0.0319,0.47,114.762,4,Sad
What They'll Say About Us,What They'll Say About Us,FINNEAS,2020-09-02,187601,71,0.535,0.895,0.535,0.314,0.00015,0.0874,-12.823,0.0408,0.0663,145.095,4,Sad
Unconditional,For My Father,Aaron Smith,2020-08-07,203000,58,0.438,0.886,0.438,0.309,1.78e-06,0.21,-9.022,0.0565,0.314,137.705,4,Sad
Break My Heart - Piano Acoustic,Break My Heart (Piano Acoustic),JC Stewart,2021-02-12,218293,55,0.448,0.943,0.448,0.247,3.61e-05,0.109,-10.454,0.0466,0.276,134.5,4,Sad
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",To All The Boys: Always and Forever (Music From The Netflix Film),Various Artists,2021-02-12,194826,68,0.674,0.43,0.674,0.676,3.13e-05,0.108,-6.878,0.0367,0.919,78.99,4,Sad
The Sun Will Rise,The Sun Will Rise,Rhys Lewis,2020-05-08,183226,57,0.336,0.904,0.336,0.167,0.000312,0.129,-11.901,0.0322,0.188,106.351,3,Sad
if this is the last time,if this is the last time,LANY,2020-07-01,203842,16,0.565,0.0175,0.565,0.586,0.0,0.204,-7.726,0.0363,0.43,147.986,4,Sad
lie to me,lie to me,Tate McRae,2020-10-14,177440,77,0.642,0.0151,0.642,0.392,0.0,0.352,-7.846,0.0372,0.0479,138.065,4,Sad
Crying Over You,Crying Over You,The Band CAMINO,2020-07-31,178949,69,0.463,0.679,0.463,0.411,0.0,0.0453,-8.25,0.0414,0.163,147.3,4,Sad
Body,Body,Jordan Suaste,2020-05-15,205401,71,0.452,0.627,0.452,0.325,0.0,0.0645,-8.687,0.0337,0.33,97.987,4,Sad
Let Me Love You Like A Woman,Let Me Love You Like A Woman,Lana Del Rey,2020-10-16,200661,68,0.403,0.969,0.403,0.245,4.74e-05,0.119,-11.862,0.0569,0.148,128.333,4,Sad
If The World Was Ending,If The World Was Ending,JP Saxe,2019-10-17,208687,65,0.378,0.863,0.378,0.47,0.0,0.0954,-10.095,0.197,0.602,75.955,4,Sad
I'm Not Ok,I'm Not Ok,RHODES,2020-06-19,203928,55,0.394,0.517,0.394,0.35,0.0,0.0738,-7.751,0.0323,0.163,125.941,4,Sad
Falling Up,Falling Up,Dean Lewis,2021-03-05,206947,73,0.654,0.648,0.654,0.756,0.0,0.0995,-3.594,0.0534,0.475,103.551,4,Sad
Say Something,One Day at a Time,Kodaline,2020-06-12,233999,61,0.34,0.0454,0.34,0.354,0.0,0.167,-9.079,0.0306,0.216,103.838,4,Sad
London's Requiem,London's Requiem,Louis Dunford,2020-11-06,302400,52,0.448,0.407,0.448,0.34,4.44e-06,0.107,-8.048,0.0337,0.15,102.696,4,Sad
Cool Girl,Cool Girl,dodie,2020-10-19,199384,64,0.73,0.872,0.73,0.205,0.0593,0.095,-15.489,0.0957,0.206,124.989,4,Sad
My Mistakes,My Mistakes,Matthew Nolan,2020-07-10,194166,53,0.464,0.878,0.464,0.268,0.0,0.0939,-10.288,0.0464,0.167,143.755,4,Sad
Blame,Blame,Grace Carter,2020-07-17,251527,64,0.34,0.781,0.34,0.398,6.08e-05,0.193,-8.156,0.0711,0.197,171.391,3,Sad
Diamonds - Acoustic,Diamonds (Acoustic),Sam Smith,2020-10-09,194541,62,0.489,0.841,0.489,0.284,0.0,0.137,-8.699,0.0508,0.335,186.337,4,Sad
Young & Sad,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,190182,67,0.618,0.592,0.618,0.428,0.0,0.192,-8.5,0.038,0.359,142.021,4,Sad
Seven,Seven,Claudia Valentina,2020-06-26,223826,60,0.801,0.865,0.801,0.143,0.0,0.132,-10.698,0.0475,0.562,119.891,4,Sad
I Miss You - Paddy's Song,Boxes EP,Gavin James,2020-10-02,209006,48,0.523,0.553,0.523,0.377,0.0,0.116,-7.914,0.0293,0.234,139.897,4,Sad
Swingsets,Swingsets,Nell Mescal,2020-11-12,196875,52,0.378,0.74,0.378,0.265,0.0643,0.101,-10.336,0.0292,0.182,76.097,4,Sad
hurt so bad,hurt so bad,Cian Ducrot,2020-07-02,242488,8,0.461,0.337,0.461,0.452,0.0,0.269,-6.529,0.0366,0.282,168.074,3,Sad
Wait For Me,Wait For Me,Jack Curley,2020-02-21,221728,0,0.73,0.448,0.73,0.688,0.0,0.0954,-7.56,0.0307,0.694,135.986,4,Sad
Can't Wait To Be Dead,Can't Wait To Be Dead,FINNEAS,2020-10-21,175969,63,0.724,0.0122,0.724,0.438,2.91e-05,0.0954,-8.477,0.0285,0.322,99.947,4,Sad
Call Me When It's Over,Call Me When It’s Over,James Smith,2020-05-08,227800,59,0.482,0.627,0.482,0.347,3.69e-05,0.144,-9.776,0.0472,0.511,172.732,4,Sad
Recover,Recover,FWA,2020-10-08,168467,51,0.487,0.857,0.487,0.234,0.0,0.195,-6.919,0.0441,0.54,179.239,4,Sad
Bedroom Ceiling,Bedroom Ceiling,Sody,2020-05-28,180085,58,0.49,0.728,0.49,0.416,0.0,0.0694,-7.702,0.127,0.236,125.928,4,Sad
Part Of Me,Part Of Me,Joel Baker,2020-11-20,174049,50,0.629,0.683,0.629,0.473,0.0,0.152,-5.571,0.0331,0.245,84.822,4,Sad
Elsewhere,Elsewhere,Minke,2020-05-01,272727,51,0.549,0.926,0.549,0.186,0.0004,0.151,-13.781,0.0274,0.199,110.152,4,Sad
Love You Twice,Love You Twice,Lilla Vargen,2020-04-24,204736,35,0.497,0.864,0.497,0.118,4.13e-05,0.116,-11.996,0.0318,0.164,95.113,3,Sad
Friend,minor,Gracie Abrams,2020-07-14,176946,66,0.7,0.742,0.7,0.494,0.0,0.304,-4.908,0.0463,0.229,132.943,4,Sad
Rescue Me,Rescue Me,James Gillespie,2020-04-24,196026,54,0.56,0.355,0.56,0.712,1.83e-05,0.212,-7.862,0.0574,0.375,80.919,4,Sad
Slow Motion,Slow Motion,Charlotte Lawrence,2020-07-24,183849,66,0.665,0.423,0.665,0.61,0.0,0.127,-7.655,0.0436,0.473,127.976,4,Sad
If We're Being Honest,If We're Being Honest,Novo Amor,2020-09-03,235053,58,0.498,0.888,0.498,0.432,0.617,0.136,-7.297,0.0296,0.126,132.928,4,Sad
"Boring, Happy, Beautiful","Boring, Happy, Beautiful",Sianon,2020-11-20,168522,48,0.401,0.879,0.401,0.215,0.0,0.134,-10.349,0.0649,0.166,172.109,5,Sad
Why Can't You See Me?,All Together Now,KOKO,2020-10-30,197578,49,0.389,0.883,0.389,0.248,1.95e-06,0.0588,-15.403,0.0441,0.179,68.717,4,Sad
Overused (feat. gnash),Overused (feat. gnash),Clara Mae,2020-05-22,161195,56,0.503,0.647,0.503,0.525,0.0,0.104,-7.79,0.134,0.681,115.6,4,Sad
Little Girl,Little Girl,Arlissa,2020-10-23,226392,49,0.518,0.539,0.518,0.659,0.0,0.102,-4.935,0.0407,0.224,139.813,4,Sad
Charlotte,Charlotte,Sody,2020-03-27,216624,0,0.363,0.622,0.363,0.339,0.000107,0.0968,-10.208,0.133,0.0484,178.405,3,Sad
Crawl,Crawl,Blakey,2020-05-22,188571,49,0.707,0.63,0.707,0.492,0.0,0.434,-7.294,0.0766,0.693,112.017,5,Sad
Choices,Choices,Benedict Cork,2020-09-02,188800,50,0.405,0.921,0.405,0.155,1.2e-06,0.116,-12.775,0.056,0.152,68.694,4,Sad
Scared To Live,After Hours,The Weeknd,2020-03-20,191306,72,0.504,0.131,0.504,0.498,0.0,0.0929,-8.24,0.0499,0.196,87.221,4,Sad
everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,87,0.704,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,0.243,120.006,4,Sad
Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,84,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,0.183,111.881,4,Sad
Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,85,0.614,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,0.201,107.989,4,Sad
Postcards,Longing,Sam Johnston,2018-04-27,344745,34,0.366,0.481,0.366,0.321,0.00189,0.0941,-7.684,0.0357,0.223,177.037,3,Sad
Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,83,0.553,0.697,0.553,0.586,0.0,0.0813,-6.319,0.0362,0.443,126.684,4,Sad
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,182160,81,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,4,Sad
Stardust,Stardust,Day Felice,2021-01-29,302500,34,0.464,0.00265,0.464,0.754,1.84e-06,0.114,-7.041,0.0345,0.286,100.043,4,Sad
"always, i'll care","always, i’ll care",Jeremy Zucker,2020-02-07,146146,20,0.784,0.918,0.784,0.278,0.000196,0.112,-10.745,0.041,0.741,105.034,4,Sad
Yellow Fall,Yellow Fall / Friend,Songs For Swimming,2020-11-13,244000,13,0.368,0.0592,0.368,0.512,0.000303,0.143,-9.6,0.026,0.193,186.087,4,Sad
Queen of the Universe,Queen of the Universe,The Siberian Machinist,2020-12-18,231851,39,0.317,0.672,0.317,0.235,0.00332,0.092,-12.215,0.0283,0.0718,139.282,4,Sad
Jealous,Jealous,Labrinth,2014-11-21,287693,35,0.439,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,0.104,116.76,3,Sad
For the Best,For the Best,ANDY,2020-10-30,268085,9,0.567,0.926,0.567,0.391,1.23e-05,0.098,-11.74,0.0273,0.175,94.052,4,Sad
Similan - Acoustic,Similan (Acoustic),Ernest Noah,2021-02-26,174500,32,0.332,0.894,0.332,0.233,0.0,0.118,-11.195,0.0324,0.223,139.021,4,Sad
you were good to me,brent,Jeremy Zucker,2019-05-03,219146,83,0.561,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,0.206,102.128,4,Sad
Fix You,X&Y,Coldplay,2005-06-07,295533,84,0.209,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,0.124,138.178,4,Sad
Hate You but I Don't,Hate You but I Don't,Sophia Gripari,2020-04-17,151085,42,0.941,0.238,0.941,0.304,4.55e-06,0.0493,-6.973,0.0771,0.763,111.983,4,Sad
Put A Little Love On Me,Put A Little Love On Me,Niall Horan,2019-12-06,224585,73,0.584,0.678,0.584,0.465,0.0,0.106,-4.88,0.0262,0.299,95.969,4,Sad
Not About Angels,Not About Angels,Birdy,2014-04-13,189475,76,0.405,0.964,0.405,0.111,4.37e-05,0.0872,-11.879,0.0369,0.219,116.86,4,Sad
Upstream,Act I: It Starts With a Bow,Wolver,2020-10-02,258853,34,0.325,0.0636,0.325,0.542,0.000424,0.433,-9.293,0.0338,0.136,158.075,4,Sad
Right,Right,Shalisa Taylor,2020-10-23,200000,29,0.654,0.876,0.654,0.14,0.0,0.138,-13.724,0.0416,0.259,119.972,4,Sad
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,89,0.701,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,Sad
One Light,One Light,One Light,2019-11-22,199500,22,0.304,0.536,0.304,0.481,0.0,0.632,-7.769,0.0347,0.253,132.622,4,Sad
death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,89,0.726,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,0.348,144.026,4,Sad
Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,88,0.872,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,0.437,134.021,4,Sad
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,149297,88,0.631,0.864,0.631,0.239,0.0,0.116,-7.071,0.0398,0.0927,79.859,4,Sad
Small Steps,Small Steps,Day Felice,2021-03-05,228000,32,0.606,0.162,0.606,0.554,0.0,0.128,-7.737,0.0314,0.416,130.085,4,Sad
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,87,0.464,0.866,0.464,0.473,0.0,0.109,-10.086,0.129,0.604,75.801,4,Sad
Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,86,0.734,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,0.689,129.953,4,Sad
Flaws,Flaws,Travel With The Sun,2019-08-23,216322,30,0.408,0.898,0.408,0.164,0.0,0.126,-12.457,0.0306,0.275,139.775,4,Sad
The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,85,0.557,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,0.213,146.277,4,Sad
July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,85,0.708,0.868,0.708,0.186,0.0,0.0779,-8.953,0.042,0.322,72.541,4,Sad
Why,As You Let Go: Songwriting Sundays,David Blair,2019-02-22,167546,28,0.508,0.96,0.508,0.273,0.0,0.23,-9.316,0.0378,0.4,127.767,3,Sad
I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,84,0.556,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,0.291,143.95,4,Sad
Hold On,Hold On,Chord Overstreet,2017-02-03,198853,84,0.618,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,0.167,119.949,4,Sad
Wake My Emotions (Acoustic),Wake My Emotions (Acoustic),Victor Brodin,2019-01-18,215083,27,0.451,0.817,0.451,0.132,6.14e-06,0.313,-10.825,0.0393,0.174,113.396,4,Sad
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,81,0.63,0.4,0.63,0.53,0.0,0.177,-7.259,0.0434,0.417,108.038,3,Sad
"i hate u, i love u (feat. olivia o'brien)",us,gnash,2016-03-25,251033,81,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,0.18,92.6,4,Sad
The Storm,Small Steps Ahead,Land of Trees,2018-09-21,230500,24,0.261,0.771,0.261,0.184,0.000628,0.103,-13.67,0.0334,0.151,98.246,1,Sad
Legends,Legends,Juice WRLD,2018-06-22,191840,81,0.594,0.115,0.594,0.798,0.0,0.143,-5.244,0.0844,0.381,142.049,4,Sad
Always Remember Us This Way,A Star Is Born Soundtrack (Without Dialogue),Lady Gaga,2018-10-05,210200,81,0.553,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,0.296,129.976,4,Sad
You,You,Shalisa Taylor,2020-09-04,198857,26,0.783,0.678,0.783,0.331,4.75e-06,0.111,-12.477,0.0556,0.617,139.949,4,Sad
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,2019-06-28,197732,82,0.629,0.761,0.629,0.327,2.96e-05,0.103,-8.285,0.029,0.381,74.953,4,Sad
Feeling Whitney,Stoney (Deluxe),Post Malone,2016-12-09,257266,80,0.412,0.787,0.412,0.227,4.69e-06,0.282,-12.696,0.0359,0.226,80.111,4,Sad
